Source,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.07,1.44,1.44,1.52,1.52,1.09,1.09,1.36,1.36,1.06,1.06,1.03,1.03,1.1,1.1,260062035280.0,260062035280.0,33453616000.0,33453616000.0,90131138044.0,90131138044.0,31383558339.0,31383558339.0,142107073082.0,142107073082.0,914506494287.0,914506494287.0,600398466308.0,600398466308.0,1036021190670.0,1036021190670.0
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.02,1.38,1.38,1.45,1.45,1.03,1.03,1.28,1.28,1.03,1.03,1.01,1.01,1.07,1.07,258778172373.0,258778172373.0,36475566000.0,36475566000.0,91382459000.0,91382459000.0,30749151389.0,30749151389.0,139860620219.0,139860620219.0,819162484944.0,819162484944.0,506179736741.0,506179736741.0,941294095333.0,941294095333.0
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.02,1.43,1.43,1.5,1.5,1.07,1.07,1.32,1.32,1.03,1.03,1.01,1.01,1.08,1.08,277081766717.0,277081766717.0,34321516000.0,34321516000.0,90393656479.0,90393656479.0,41431160536.0,41431160536.0,144734192292.0,144734192292.0,824865963106.0,824865963106.0,500553305112.0,500553305112.0,956690780121.0,956690780121.0
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.02,1.44,1.44,1.49,1.49,1.07,1.07,1.29,1.29,1.03,1.03,1.01,1.01,1.07,1.07,278571151539.0,278571151539.0,36275466000.0,36275466000.0,84380819000.0,84380819000.0,53939657400.0,53939657400.0,145717549812.0,145717549812.0,837667424181.0,837667424181.0,515423733230.0,515423733230.0,975987900581.0,975987900581.0
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.43,1.43,1.49,1.49,1.06,1.06,1.31,1.31,1.04,1.04,1.02,1.02,1.08,1.08,275633790135.0,275633790135.0,35321466000.0,35321466000.0,86039269000.0,86039269000.0,53332956939.0,53332956939.0,142067020927.0,142067020927.0,804784297775.0,804784297775.0,491134246652.0,491134246652.0,944156523714.0,944156523714.0
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.44,1.44,1.47,1.46,1.07,1.07,1.3,1.3,1.04,1.04,1.02,1.02,1.08,1.08,272195044642.0,272195044642.0,35410466000.0,35410466000.0,92038196306.0,92880696306.0,39169217845.0,38326717845.0,145709999382.0,145709999382.0,790282470840.0,790282470840.0,468174374967.0,468174374967.0,921489884991.0,921489884991.0
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.03,1.42,1.42,1.53,1.53,1.07,1.07,1.33,1.33,1.04,1.04,1.02,1.02,1.09,1.09,283616301101.0,283616301101.0,33621666000.0,33621666000.0,81881199795.0,82676438343.0,46728037694.0,45932799146.0,137917702065.0,137917702065.0,786545549838.0,786545549838.0,459999118161.0,459999118161.0,915154787327.0,915154787327.0
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.44,1.44,1.53,1.53,1.08,1.08,1.31,1.31,1.04,1.04,1.02,1.02,1.08,1.08,286556849467.0,286556849467.0,36129616000.0,36129616000.0,83319589618.0,83319589618.0,57740667466.0,57740667466.0,146802104799.0,146802104799.0,812509220646.0,812509220646.0,484080907464.0,484080907464.0,953569477730.0,953569477730.0
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.03,1.41,1.41,1.52,1.52,1.06,1.06,1.32,1.32,1.04,1.04,1.02,1.02,1.08,1.08,278597043083.0,278597043083.0,35328166000.0,35328166000.0,81731583562.0,81731583562.0,57146028168.0,57146028168.0,141091374497.0,141091374497.0,772435193753.0,772435193753.0,456296221903.0,456296221903.0,911312805483.0,911312805483.0
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.03,1.43,1.43,1.51,1.51,1.06,1.06,1.31,1.31,1.04,1.04,1.02,1.02,1.08,1.08,269910040247.0,269910040247.0,35870616000.0,35870616000.0,87115532126.0,87212532126.0,49959244890.0,49862244890.0,144872942698.0,144872942698.0,778822209365.0,778822209365.0,465243387436.0,465243387436.0,915896986381.0,915896986381.0
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.42,1.42,1.5,1.49,1.08,1.08,1.32,1.32,1.05,1.05,1.03,1.03,1.09,1.09,266529961130.0,266529961130.0,33708316000.0,33708316000.0,81017158000.0,82625158000.0,32027233848.0,30419233848.0,133275338210.0,133275338210.0,747729052977.0,747729052977.0,427259829485.0,427259829485.0,860773444825.0,860773444825.0
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.44,1.44,1.51,1.51,1.09,1.08,1.32,1.32,1.05,1.05,1.03,1.03,1.09,1.09,273930312016.0,273930312016.0,35830716000.0,35830716000.0,80534561692.0,80984561692.0,42227634084.0,41777634084.0,134259131553.0,134259131553.0,763403543960.0,763403543960.0,442145580167.0,442145580167.0,886165739736.0,886165739736.0
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.43,1.43,1.52,1.52,1.08,1.08,1.31,1.31,1.05,1.05,1.03,1.03,1.09,1.09,274499255219.0,274499255219.0,36473389750.0,36473389750.0,82667196750.0,82667196750.0,57345937551.0,57345937551.0,144706806538.0,144706806538.0,781192767138.0,781192767138.0,465526449932.0,465526449932.0,921205901439.0,921205901439.0
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.42,1.42,1.51,1.51,1.07,1.07,1.32,1.32,1.05,1.05,1.03,1.03,1.09,1.09,271689703097.0,271689703097.0,34673966000.0,34673966000.0,81468343179.0,81468343179.0,59564111769.0,59564111769.0,136404108102.0,136404108102.0,767874029823.0,767874029823.0,466138707572.0,466138707572.0,908906484771.0,908906484771.0
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,1.54,1.54,1.78,1.78,1.26,1.26,1.51,1.51,1.07,1.07,1.05,1.05,1.15,1.15,271598201304.0,271598201304.0,35072416000.0,35072416000.0,90390263214.0,90569763214.0,43366771431.0,43187271431.0,144636819651.0,144636819651.0,766467782004.0,766467782004.0,448917379694.0,448917379694.0,900224816649.0,900224816649.0
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.45,1.45,1.53,1.53,1.09,1.09,1.33,1.33,1.06,1.06,1.04,1.04,1.1,1.1,259061163079.0,259061163079.0,34617566000.0,34617566000.0,82968254000.0,82968254000.0,29090000000.0,29090000000.0,138576717874.0,138576717874.0,764831627588.0,764831627588.0,444634434635.0,444634434635.0,876889881588.0,876889881588.0
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.43,1.43,1.51,1.51,1.08,1.08,1.32,1.32,1.05,1.05,1.03,1.03,1.1,1.1,278311264769.0,278311264769.0,34315413556.0,34315413556.0,83005414556.0,83205414556.0,41489489312.0,41289489312.0,139176735492.0,139176735492.0,764721135624.0,764721135624.0,437412625675.0,437412625675.0,889216039492.0,889216039492.0
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.42,1.42,1.52,1.52,1.09,1.09,1.32,1.32,1.05,1.05,1.03,1.03,1.09,1.09,278349724787.0,278349724787.0,35791966000.0,35791966000.0,84205250014.0,84205250014.0,57612095883.0,57612095883.0,146278776801.0,146278776801.0,780197095758.0,780197095758.0,461593974067.0,461593974067.0,922014441655.0,922014441655.0
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.43,1.43,1.52,1.52,1.07,1.07,1.32,1.32,1.05,1.05,1.03,1.03,1.1,1.1,277334419832.0,277334419832.0,34514586000.0,34514586000.0,80305091000.0,80305091000.0,53641344960.0,53641344960.0,138394932513.0,138394932513.0,770316509574.0,770316509574.0,454019007189.0,454019007189.0,904262945534.0,904262945534.0
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.43,1.43,1.55,1.55,1.07,1.07,1.34,1.34,1.04,1.04,1.02,1.02,1.09,1.09,281610576264.0,281610576264.0,35997966000.0,35997966000.0,91083069365.0,91138069365.0,46659290682.0,46604290682.0,146882491747.0,146882491747.0,800668826338.0,800668826338.0,473920152374.0,473920152374.0,938411186385.0,938411186385.0
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.03,1.42,1.42,1.53,1.53,1.08,1.08,1.32,1.32,1.04,1.04,1.02,1.02,1.09,1.09,271562599956.0,271562599956.0,35278916000.0,35278916000.0,82290507832.0,82615507832.0,27381000000.0,27056000000.0,138696702614.0,138696702614.0,779455823234.0,779455823234.0,443589112496.0,443589112496.0,889127331066.0,889127331066.0
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,1.43,1.43,1.53,1.53,1.09,1.08,1.34,1.34,1.06,1.06,1.04,1.04,1.1,1.1,283040048337.0,283040048337.0,34767916000.0,34767916000.0,85290639000.0,85620639000.0,43016520390.0,42686520390.0,142750491837.0,142750491837.0,843859033894.0,843859033894.0,511607737110.0,511607737110.0,972166193284.0,972166193284.0
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.36,1.36,1.47,1.47,1.07,1.07,1.29,1.29,1.04,1.04,1.02,1.02,1.08,1.08,291716180691.0,291716180691.0,37201416000.0,37201416000.0,87380713311.0,87380713311.0,61728678607.0,61728678607.0,146290979347.0,146290979347.0,770654531267.0,770654531267.0,444555347147.0,444555347147.0,919763923185.0,919763923185.0
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.44,1.44,1.53,1.53,1.08,1.08,1.34,1.34,1.06,1.06,1.04,1.04,1.11,1.11,298673488478.0,298673488478.0,37420416000.0,37420416000.0,90919373000.0,90919373000.0,55869549740.0,55869549740.0,146331099099.0,146331099099.0,747930029810.0,747930029810.0,412293948973.0,412293948973.0,894718952550.0,894718952550.0
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.43,1.43,1.51,1.51,1.08,1.08,1.34,1.34,1.06,1.06,1.04,1.04,1.11,1.11,299299199550.0,299299199550.0,36940416000.0,36940416000.0,88945701101.0,88970701101.0,51642326571.0,51617326571.0,142460190141.0,142460190141.0,747865660985.0,747865660985.0,409753882966.0,409753882966.0,888453688657.0,888453688657.0
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.45,1.45,1.54,1.54,1.08,1.08,1.33,1.33,1.05,1.05,1.03,1.03,1.1,1.1,285572596388.0,285572596388.0,36143416000.0,36143416000.0,84964473000.0,84964473000.0,28197500000.0,28197500000.0,141247416874.0,141247416874.0,757054238462.0,757054238462.0,407252782200.0,407252782200.0,870216211462.0,870216211462.0
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.42,1.42,1.53,1.53,1.08,1.08,1.34,1.34,1.05,1.05,1.03,1.03,1.1,1.1,304028060399.0,304028060399.0,34941216000.0,34941216000.0,83776114595.0,83776114595.0,46046645919.0,46046645919.0,139611186522.0,139611186522.0,748761826925.0,748761826925.0,400004124518.0,400004124518.0,878584587439.0,878584587439.0
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.42,1.42,1.53,1.53,1.08,1.08,1.32,1.32,1.05,1.05,1.03,1.03,1.1,1.1,299764974537.0,299764974537.0,37138416000.0,37138416000.0,84246143000.0,84246143000.0,52497417829.0,52497417829.0,146179018330.0,146179018330.0,766664382030.0,766664382030.0,420325533992.0,420325533992.0,903407942859.0,903407942859.0
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,1.42,1.42,1.53,1.53,1.08,1.08,1.33,1.33,1.06,1.06,1.04,1.04,1.11,1.11,296423101252.0,296423101252.0,38051316000.0,38051316000.0,87037037208.0,87037037208.0,60957544455.0,60957544455.0,142847569274.0,142847569274.0,737822485827.0,737822485827.0,408495080964.0,408495080964.0,885817067490.0,885817067490.0
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,1.43,1.43,1.52,1.52,1.09,1.09,1.34,1.34,1.07,1.07,1.04,1.04,1.11,1.11,299720869582.0,299720869582.0,36922466000.0,36922466000.0,87998231000.0,87998231000.0,34163315813.0,34163315813.0,143087866734.0,143087866734.0,729756371976.0,729756371976.0,372186716473.0,372186716473.0,851917918789.0,851917918789.0
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,1.42,1.42,1.51,1.51,1.08,1.08,1.33,1.33,1.07,1.07,1.05,1.05,1.11,1.11,303055451096.0,303055451096.0,37409088719.0,37409088719.0,83912615653.0,83912615653.0,49938096666.0,49938096666.0,141159595178.0,141159595178.0,741785775769.0,741785775769.0,394012353095.0,394012353095.0,875636488088.0,875636488088.0
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.09,1.42,1.42,1.53,1.53,1.11,1.11,1.35,1.35,1.09,1.09,1.06,1.06,1.13,1.13,308791496081.0,308791496081.0,39338466000.0,39338466000.0,85627323000.0,85627323000.0,62440611681.0,62440611681.0,142403152242.0,142403152242.0,729297736727.0,729297736727.0,386832557085.0,386832557085.0,877365671408.0,877365671408.0
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.09,1.43,1.43,1.53,1.53,1.11,1.11,1.35,1.35,1.1,1.1,1.08,1.08,1.14,1.14,297921748035.0,297921748035.0,38148923889.0,38148923889.0,84645224889.0,84645224889.0,58637234449.0,58637234449.0,139532590075.0,139532590075.0,722675939941.0,722675939941.0,390355137280.0,390355137280.0,865958399279.0,865958399279.0
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.08,1.44,1.44,1.55,1.55,1.1,1.1,1.36,1.36,1.09,1.09,1.06,1.06,1.13,1.13,292963960381.0,292963960381.0,39399239750.0,39399239750.0,90487914727.0,90487914727.0,43296308304.0,43296308304.0,144857459189.0,144857459189.0,729947510194.0,729947510194.0,386511073905.0,386511073905.0,863731733225.0,863731733225.0
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.07,1.45,1.45,1.56,1.56,1.11,1.11,1.37,1.37,1.07,1.07,1.05,1.05,1.13,1.13,292528962002.0,292528962002.0,38937346000.0,38937346000.0,94687151770.0,94687151770.0,36378225029.0,36378225029.0,150648525203.0,150648525203.0,733172147887.0,733172147887.0,382122691481.0,382122691481.0,864237524686.0,864237524686.0
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.43,1.43,1.56,1.56,1.09,1.09,1.37,1.37,1.06,1.06,1.03,1.03,1.11,1.11,297915511070.0,297915511070.0,37665316000.0,37665316000.0,95685213000.0,95685213000.0,44441478160.0,44441478160.0,153961263288.0,153961263288.0,732027606643.0,732027606643.0,382612207445.0,382612207445.0,872154297803.0,872154297803.0
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.44,1.44,1.54,1.54,1.09,1.09,1.33,1.33,1.05,1.05,1.03,1.03,1.1,1.1,308692884632.0,308692884632.0,41394316000.0,41394316000.0,88189284000.0,88189284000.0,107264574744.0,107264574744.0,151479104230.0,151479104230.0,720864724083.0,720864724083.0,414752277965.0,414752277965.0,916318582827.0,916318582827.0
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,1.44,1.44,1.54,1.54,1.09,1.09,1.35,1.35,1.07,1.07,1.05,1.05,1.12,1.12,289468373044.0,289468373044.0,35250316000.0,35250316000.0,83744121630.0,83744121630.0,44340000000.0,44340000000.0,141908805811.0,141908805811.0,718456309629.0,718456309629.0,379912936404.0,379912936404.0,846540431259.0,846540431259.0
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,1.44,1.44,1.54,1.54,1.12,1.12,1.34,1.34,1.07,1.07,1.04,1.04,1.11,1.11,292488727807.0,292488727807.0,36570416000.0,36570416000.0,81529811943.0,81529811943.0,37496520733.0,37496520733.0,142244837720.0,142244837720.0,743961503958.0,743961503958.0,391683855107.0,391683855107.0,862987836634.0,862987836634.0
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.44,1.44,1.53,1.53,1.09,1.09,1.32,1.32,1.05,1.05,1.03,1.03,1.1,1.1,308751634000.0,308751634000.0,37105416000.0,37105416000.0,81119563138.0,81119563138.0,47196642535.0,47196642535.0,142097786798.0,142097786798.0,763636085590.0,763636085590.0,403997454465.0,403997454465.0,891952291263.0,891952291263.0
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.02,1.42,1.42,1.52,1.52,1.08,1.08,1.31,1.31,1.03,1.03,1.01,1.01,1.08,1.08,319212667362.0,319212667362.0,39902416000.0,39902416000.0,81837985625.0,81837985625.0,70112870947.0,70112870947.0,147661567892.0,147661567892.0,794373898594.0,794373898594.0,439548103912.0,439548103912.0,946324755166.0,946324755166.0
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.44,1.44,1.54,1.54,1.11,1.11,1.35,1.35,1.05,1.05,1.03,1.03,1.1,1.1,291415746402.0,291415746402.0,36674316000.0,36674316000.0,87573866000.0,87573866000.0,26097971346.0,26097971346.0,145359550918.0,145359550918.0,812389303176.0,812389303176.0,452611527202.0,452611527202.0,926061140522.0,926061140522.0
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.03,1.39,1.39,1.49,1.49,1.06,1.06,1.3,1.3,1.04,1.04,1.01,1.01,1.09,1.09,302153770687.0,302153770687.0,38851816000.0,38851816000.0,94419773922.0,94419773922.0,49566364456.0,49566364456.0,150119791329.0,150119791329.0,754217701694.0,754217701694.0,407078462056.0,407078462056.0,898203840072.0,898203840072.0
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.02,1.47,1.47,1.52,1.52,1.1,1.1,1.34,1.34,1.04,1.04,1.01,1.01,1.08,1.08,289515537876.0,289515537876.0,37112366000.0,37112366000.0,86136643000.0,86136643000.0,32148570797.0,32148570797.0,140315908693.0,140315908693.0,768100624705.0,768100624705.0,419442025933.0,419442025933.0,886385838502.0,886385838502.0
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.44,1.44,1.54,1.54,1.09,1.09,1.34,1.34,1.05,1.05,1.03,1.03,1.1,1.1,304646327292.0,304646327292.0,37566366000.0,37566366000.0,84525957000.0,84525957000.0,46099774000.0,46099774000.0,141377356873.0,141377356873.0,765610828411.0,765610828411.0,412646509246.0,412646509246.0,896236559411.0,896236559411.0
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1.45,1.45,1.55,1.55,1.09,1.09,1.33,1.33,1.06,1.06,1.04,1.04,1.11,1.11,298234633361.0,298234633361.0,37918366000.0,37918366000.0,86239377000.0,86239377000.0,68568500000.0,68568500000.0,153653741590.0,153653741590.0,766973965741.0,766973965741.0,431975101790.0,431975101790.0,921781842741.0,921781842741.0
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.45,1.45,1.56,1.56,1.1,1.1,1.35,1.35,1.04,1.04,1.02,1.02,1.1,1.1,306037112543.0,306037112543.0,37036416000.0,37036416000.0,93054876134.0,93054876134.0,45556515167.0,45556515167.0,152337466057.0,152337466057.0,781645956688.0,781645956688.0,424846353389.0,424846353389.0,920257347989.0,920257347989.0
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.45,1.45,1.56,1.56,1.18,1.18,1.35,1.35,1.04,1.04,1.02,1.02,1.09,1.09,288696004778.0,288696004778.0,35188266000.0,35188266000.0,86021461288.0,86021461288.0,34398895911.0,34398895911.0,144779804399.0,144779804399.0,803799409634.0,803799409634.0,455555691656.0,455555691656.0,924219766833.0,924219766833.0
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.45,1.45,1.56,1.56,1.18,1.18,1.35,1.35,1.04,1.04,1.02,1.02,1.09,1.09,291127761174.0,291127761174.0,35813266000.0,35813266000.0,83405704000.0,83405704000.0,40991700363.0,40991700363.0,143053268011.0,143053268011.0,817892716610.0,817892716610.0,472295825788.0,472295825788.0,942290120973.0,942290120973.0
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,1.47,1.47,1.58,1.58,1.25,1.25,1.36,1.36,1.05,1.05,1.03,1.03,1.11,1.11,298653035907.0,298653035907.0,39350366000.0,39350366000.0,88936335000.0,88936335000.0,63562900000.0,63562900000.0,155423798673.0,155423798673.0,846203369689.0,846203369689.0,505275404109.0,505275404109.0,998702604689.0,998702604689.0
